student_id,attendance,previous_marks,study_hours,assignment_score,internal_marks,completed_assignments,class_participation,extracurricular_activity,final_marks,performance_category
STD2072,82.0,61.2,4.4,51.4,58.6,4,10,Yes,61.4,Average
STD2073,77.0,58.5,4.6,64.3,61.3,5,7,Yes,67.2,Average
STD2074,60.0,68.5,2.6,53.5,51.7,7,5,No,57.0,Average
STD2075,88.5,52.8,3.2,67.0,61.1,7,7,Yes,63.1,Average
STD2076,69.8,52.8,2.2,48.4,41.4,6,7,Yes,51.2,Average
STD2077,56.5,77.5,6.3,70.7,64.2,8,10,Yes,66.1,Average
STD2078,70.6,51.9,1.0,63.6,49.4,8,7,No,55.4,Average
STD2079,94.8,77.3,6.6,82.5,72.0,9,9,Yes,79.6,High
STD2080,86.6,74.5,7.0,74.1,76.8,7,10,Yes,75.1,High
STD2081,71.6,43.8,4.0,49.4,32.9,5,7,No,50.1,Average
STD2082,71.6,58.5,1.0,54.9,57.0,7,8,Yes,52.6,Average
STD2083,72.0,84.7,3.8,84.8,78.6,8,8,Yes,76.4,High
STD2084,100.0,54.3,4.4,59.6,46.6,5,6,No,61.8,Average
STD2085,80.8,61.5,2.7,55.7,45.4,5,6,Yes,58.5,Average
STD2086,81.4,74.5,3.6,75.7,77.0,5,9,Yes,73.2,Average
STD2087,88.9,79.0,7.3,69.3,72.3,7,10,No,75.6,High
STD2088,79.0,64.5,5.7,57.5,58.4,4,7,Yes,63.9,Average
STD2089,72.8,59.6,2.8,49.3,38.9,5,6,Yes,46.6,Low
STD2090,73.5,87.9,1.6,72.3,66.2,8,4,No,67.6,Average
STD2091,75.1,92.3,3.9,78.2,75.8,7,7,Yes,85.1,High
STD2092,75.5,81.7,4.1,74.9,76.0,9,10,No,71.2,Average
STD2093,85.1,69.2,5.4,76.0,60.4,6,10,Yes,69.1,Average
STD2094,76.6,56.7,3.5,63.6,46.4,8,10,No,54.9,Average
STD2095,85.2,56.4,5.4,60.4,62.0,7,10,No,62.0,Average
STD2096,75.0,75.3,8.0,67.9,82.4,5,10,Yes,73.5,Average
STD2097,77.0,73.9,6.0,73.0,62.4,10,10,Yes,74.6,Average
STD2098,51.0,87.6,4.4,79.0,82.7,8,6,Yes,76.7,High
STD2099,87.5,77.1,4.2,74.8,69.8,7,8,Yes,77.4,High
STD2100,80.3,47.0,3.9,51.8,55.6,4,9,No,49.0,Low
STD2101,88.5,82.7,6.6,69.8,76.8,7,10,No,74.8,Average
STD2102,39.8,54.0,3.4,37.0,33.4,4,4,Yes,41.8,Low
STD2103,100.0,62.6,4.6,74.4,62.3,8,9,Yes,72.8,Average
STD2104,74.3,71.5,4.6,71.5,73.4,7,8,Yes,67.9,Average
STD2105,89.9,95.9,3.6,89.3,75.1,10,10,Yes,88.7,High
STD2106,63.0,99.0,2.0,78.1,73.7,7,7,Yes,81.6,High
STD2107,83.7,76.5,5.1,83.0,72.0,6,7,No,68.7,Average
STD2108,62.8,65.4,4.4,57.0,43.2,6,9,No,53.2,Average
STD2109,68.2,75.5,5.4,74.8,81.7,5,7,No,68.9,Average
STD2110,99.9,80.4,3.5,78.9,65.1,8,9,Yes,87.7,High
STD2111,73.6,63.5,6.7,58.0,68.5,5,7,Yes,63.9,Average
STD2112,78.7,93.1,2.9,84.7,76.0,9,10,Yes,88.1,High
STD2113,86.9,71.2,7.6,73.6,82.1,9,10,No,70.9,Average
STD2114,82.2,75.0,1.4,73.9,64.0,6,6,No,61.8,Average
STD2115,77.9,77.3,5.3,71.9,70.3,8,9,No,68.4,Average
STD2116,80.6,73.9,5.4,69.9,64.4,7,9,Yes,67.6,Average
STD2117,100.0,79.7,3.1,96.8,77.4,10,9,No,79.4,High
STD2118,75.3,59.4,5.3,69.6,51.0,7,9,Yes,60.0,Average
STD2119,78.5,60.2,6.8,67.5,69.8,6,8,Yes,64.8,Average
STD2120,89.1,52.6,1.0,61.7,40.4,7,7,Yes,60.5,Average
STD2121,89.8,74.2,5.4,80.5,79.7,8,7,Yes,83.1,High
STD2122,90.8,78.9,1.0,79.7,64.8,7,6,No,73.6,Average
STD2123,84.0,74.4,2.8,71.6,68.0,7,10,Yes,73.6,Average
STD2124,61.7,91.4,7.4,72.3,84.5,7,10,Yes,80.7,High
STD2125,96.4,67.9,3.5,70.7,51.9,8,9,Yes,65.8,Average
STD2126,61.7,77.4,2.4,43.0,53.9,2,8,Yes,53.8,Average
STD2127,79.8,52.7,4.1,59.9,58.3,6,8,Yes,61.9,Average
STD2128,66.6,62.6,8.2,56.4,69.3,6,8,Yes,61.1,Average
STD2129,75.2,77.7,1.2,82.8,71.4,8,7,Yes,68.3,Average
STD2130,80.1,79.9,2.6,73.5,69.3,9,7,Yes,77.8,High
STD2131,80.0,63.9,7.2,55.6,60.5,5,9,No,70.7,Average
STD2132,81.3,67.0,7.8,66.2,66.8,6,10,Yes,72.4,Average
STD2133,96.2,46.7,4.3,51.8,50.7,6,10,Yes,62.9,Average
STD2134,81.7,63.0,2.3,68.1,42.7,7,8,Yes,59.3,Average
STD2135,72.9,80.5,8.3,73.9,90.9,7,10,No,73.1,Average
STD2136,88.1,76.1,7.4,80.7,80.5,9,10,No,81.0,High
STD2137,90.9,75.0,5.7,67.8,78.2,6,8,Yes,77.8,High
STD2138,60.7,68.7,3.0,62.0,50.6,6,4,No,56.8,Average
STD2139,83.5,68.1,4.4,57.6,69.6,5,9,No,64.0,Average
STD2140,84.8,58.8,4.2,68.3,72.5,8,8,No,70.0,Average
STD2141,72.3,77.8,5.1,73.9,64.0,4,8,No,63.4,Average
STD2142,93.2,73.9,7.1,77.5,80.1,8,10,No,74.1,Average
STD2143,74.1,74.9,6.1,69.0,71.8,7,10,No,66.1,Average
STD2144,77.6,60.6,2.6,65.2,46.2,5,6,No,56.2,Average
STD2145,73.8,37.9,7.0,60.5,56.7,6,6,Yes,52.0,Average
STD2146,76.2,83.4,5.1,72.0,79.2,8,8,No,71.7,Average
STD2147,62.3,61.3,5.7,59.2,58.6,7,7,No,56.0,Average
STD2148,58.0,55.9,7.1,45.9,67.3,2,8,Yes,57.2,Average
STD2149,95.9,77.7,2.5,70.1,54.9,8,10,No,62.0,Average
STD2150,65.4,62.5,4.4,60.4,51.0,5,8,Yes,59.6,Average
STD2151,63.6,82.8,3.5,78.7,72.5,9,5,No,76.1,High
STD2152,49.1,76.6,1.7,61.0,60.7,7,4,No,59.3,Average
STD2153,68.0,77.6,5.1,66.9,66.2,6,8,Yes,75.9,High
STD2154,59.5,48.9,9.0,47.5,66.4,5,9,Yes,64.9,Average
STD2155,96.5,85.0,1.2,76.7,69.9,7,10,Yes,79.7,High
STD2156,88.6,71.7,4.4,73.4,72.3,5,10,Yes,73.3,Average
STD2157,67.4,62.8,5.7,49.2,60.1,6,7,Yes,60.8,Average
STD2158,100.0,70.0,4.7,83.1,72.6,8,9,Yes,80.3,High
STD2159,88.3,43.1,4.3,50.4,45.3,4,8,Yes,51.7,Average
STD2160,71.9,73.7,2.2,73.1,75.0,7,6,No,59.7,Average
STD2161,44.8,53.6,4.9,39.5,47.6,4,6,No,48.3,Low
STD2162,100.0,49.1,3.1,67.0,64.1,7,10,Yes,60.3,Average
STD2163,58.6,46.7,1.0,54.1,42.8,6,4,No,41.3,Low
STD2164,55.4,83.6,6.7,71.4,69.8,6,6,Yes,71.6,Average
STD2165,88.8,59.2,6.2,57.0,70.1,5,10,Yes,66.8,Average
STD2166,100.0,89.5,4.6,86.1,79.7,8,10,Yes,79.0,High
STD2167,93.3,60.5,4.9,57.5,64.7,8,10,No,65.5,Average
STD2168,83.0,44.1,6.4,52.6,61.4,5,10,No,61.0,Average
STD2169,83.4,52.4,4.9,66.9,59.4,8,10,Yes,59.3,Average
STD2170,86.7,85.3,6.1,84.2,76.6,8,10,Yes,87.2,High
STD2171,85.5,65.8,4.0,67.2,67.7,6,8,Yes,61.7,Average
STD2172,79.5,60.3,6.9,55.1,63.7,5,8,Yes,73.2,Average
STD2173,77.3,70.2,5.1,72.1,71.8,7,8,No,67.2,Average
STD2174,75.2,75.0,4.8,69.5,56.1,8,5,Yes,68.3,Average
STD2175,66.6,83.6,2.2,54.2,66.7,7,6,No,56.3,Average
STD2176,72.5,88.3,5.0,81.7,74.7,9,7,Yes,78.4,High
STD2177,54.8,63.0,3.0,56.8,66.0,7,4,No,58.1,Average
STD2178,74.8,49.4,3.4,64.1,55.3,5,6,No,54.5,Average
STD2179,63.6,62.2,3.0,50.8,56.0,5,7,Yes,54.8,Average
STD2180,62.2,71.6,2.6,40.0,58.9,3,6,No,50.5,Average
STD2181,78.2,54.5,8.3,61.0,59.4,6,9,No,66.4,Average
STD2182,93.4,54.6,6.9,65.4,72.7,6,10,Yes,69.7,Average
STD2183,87.5,72.8,8.0,58.9,85.2,7,10,Yes,83.3,High
STD2184,56.4,67.3,2.3,52.5,58.0,4,7,No,52.7,Average
STD2185,63.6,68.5,4.6,83.1,77.5,8,7,Yes,70.3,Average
STD2186,87.8,57.4,2.2,60.8,48.7,7,6,Yes,62.6,Average
STD2187,63.7,64.8,3.2,65.9,54.6,5,8,Yes,53.8,Average
STD2188,73.2,55.1,2.8,52.9,51.2,7,7,No,48.8,Low
STD2189,82.9,80.5,6.7,58.8,76.8,6,8,No,76.6,High
STD2190,63.9,82.5,3.8,69.0,67.8,5,5,No,61.6,Average
STD2191,77.3,42.2,6.4,49.8,55.7,5,9,Yes,48.4,Low
STD2192,59.3,55.0,5.6,50.9,58.9,5,7,Yes,64.8,Average
STD2193,68.5,47.0,8.6,51.2,54.5,5,10,Yes,52.0,Average
STD2194,80.0,58.9,1.8,63.8,55.7,7,7,No,59.0,Average
STD2195,56.1,66.8,6.8,58.3,72.5,7,6,Yes,66.1,Average
STD2196,81.5,47.7,6.6,46.6,55.9,5,10,Yes,46.1,Low
STD2197,75.8,55.1,2.7,62.2,59.5,7,8,Yes,59.5,Average
STD2198,82.9,53.9,6.3,45.3,49.9,4,9,Yes,59.3,Average
STD2199,78.8,70.9,5.1,52.7,67.0,7,9,No,66.4,Average
STD2200,93.1,69.0,4.1,76.5,58.6,6,9,No,71.3,Average
